0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0.01559464,-0.018690582,-0.012253062,0.0030747594,0.003420106,0.0058717458,0.006525409,-0.0039411304,-0.012824347,0.0042654914,0.010274894,0.009672992,0.0011554708,-0.018169122,0.0119438805,0.0010383737,0.016898843,-0.014744461,0.00405689,-0.0041460632,-0.015751604,-0.0055054086,-0.0044900165,-0.0053425035,0.026978819,0.016742606,0.031966433,0.018135779,0.006950116,-0.01413278,-0.012301849,-0.004076189,-0.02394628,0.02519664,0.0064249705,-0.004140557,-0.005968039,-0.0025923508,-0.012163901,0.015437814,-0.0069197114,-0.020395199,0.00028725984,-0.016410703,0.0021824315,0.010980232,-0.017897783,0.022162626,0.0029825943,0.01113883,0.010357545,-0.009633255,-0.009907726,0.007320228,-0.026890446,-0.007902908,0.009669428,-0.011695659,-0.013408887,0.01223593,-0.0032658544,0.0031346485,-0.01876805,0.004848474,0.022105878,-0.013809343,0.0056776335,-0.020965194,0.009156887,0.0043143174,-0.014622715,-0.013747202,0.0015624139,-0.00015857448,0.005045731,0.0015061696,0.016922528,-0.011159227,0.0068236412,-0.009984514,0.023336323,-0.0010563614,-0.021049274,0.0010613895,0.019331822,-0.0071823015,-0.003973804,-0.015622528,-0.00064307934,-0.0074532297,-0.0069497786,0.003867016,0.0063822935,0.0046409094,0.009599734,0.013084974
0.0040787025,-0.012413053,-0.00615448,0.0150555475,0.009768008,-0.012303507,0.0050754407,0.012741689,-0.024518212,0.02696579,-0.0012822553,-0.003688311,0.00096073066,0.008073823,-0.0047500907,-0.007217902,0.0050843167,0.006407665,-0.015670963,-0.005178859,0.009038833,-0.0017020677,-0.0077580516,-0.016816428,0.016605206,0.029924912,0.0044845147,0.008936194,0.015536347,-0.0012262117,-0.0075487476,-0.02516717,0.017900316,-0.00069277064,0.0038700155,-0.015337072,-0.018100321,-0.01081919,0.019635146,-0.0017554285,0.003110017,0.010507058,0.02770474,-0.0053145457,0.017737925,-0.01611411,-0.0063558943,-0.009870628,0.0013428066,0.018650716,0.007399999,-0.004904268,-0.008652592,0.0144025395,-0.018083822,-0.0069794673,-0.00364327,-0.009319648,-0.015027969,-0.007961113,-0.02683739,-0.017132906,-0.0050943717,-0.004759365,-0.009084142,-0.0069362773,0.0040470385,0.0117912525,0.00071818713,-0.018697316,-0.008644674,-0.011701104,-0.007212819,0.02814548,0.007995281,0.008030187,0.0002433042,0.014452125,-0.005612598,-0.0109127015,0.0058284225,0.034860667,-0.0055746688,-0.0012153465,-0.00597567,0.008047946,0.027338503,-0.005885097,0.004294434,-0.019631937,0.00068747957,0.0031114682,-0.016139664,0.0088592265,0.004329098,-0.0068443683
-0.0011723648,-0.010215883,-0.009103221,-0.0038557881,0.011324056,-0.00853259,0.014092912,0.013231205,0.019007241,0.005618724,-0.009037473,-0.008024442,-0.007094438,0.0041123796,-0.015579067,0.010978036,-0.014692401,-0.0061474075,-0.0030657828,0.009016845,-0.013640573,-0.0041961675,0.0034768123,0.0118810935,0.0022800707,0.002975552,-0.022755597,0.026248153,-0.007989829,-0.015395896,-0.00164266,-0.010394556,0.0012002888,0.0061398577,-0.01348755,-0.02122295,-0.009427947,0.011086174,-0.0072450615,0.016357183,-0.003782618,-0.021000974,-0.00514326,-0.016249938,0.008531974,-0.0099268025,-0.0025461705,0.0071126185,-0.010122355,-0.0015957381,0.009737219,0.015504312,-0.018336888,0.00758879,0.013316169,-0.016475441,0.01556677,0.009584719,0.0040807594,0.008735365,-0.012030878,0.0078022922,-0.009910238,-0.003965676,-0.012614851,0.0014693771,0.0142245535,0.033470355,0.015217973,0.007557693,0.017460147,0.006969394,0.02052851,-0.002186043,-0.014185743,-0.0057646455,0.0037038992,-0.00088461954,-0.013328316,-0.0010517401,-0.016001001,0.009312136,-0.009582944,-0.012995484,0.007000736,0.0054061883,0.016372211,-0.021066232,-0.01831896,-0.010341309,-0.0077695674,-0.0007164551,0.026868548,-0.0019624587,0.022192242,0.011881286
-0.0011910795,0.0011498842,-0.0012674383,-0.0021865813,0.01642406,-0.01431782,0.005261058,-0.013443661,0.012745279,0.013631025,-0.008064601,-0.010667755,-0.0008310847,-0.011840968,-0.010752476,-0.0015770753,0.0084182285,-0.015479601,-0.0093696015,0.027001342,0.0026256114,-0.014542134,-0.0018708792,0.0008256085,-0.007214523,0.0058668815,-0.00561062,0.031966995,-0.012875798,-0.011698237,0.022654755,-0.002942483,-0.014261993,0.01745738,-0.0030323192,-0.01338965,-0.014857452,0.011785314,0.005604761,0.0042011156,-0.025675874,-0.0120986095,0.0038808188,0.0138719985,0.010131855,0.012716474,-0.0054790154,0.00031562164,-0.020873144,-0.022898195,0.012433724,0.0043823156,-0.020019513,0.012181269,-0.0034939656,0.0022384408,0.019090561,0.008591351,0.0028099865,-0.01736911,-0.0009274137,-0.0025596789,-0.006290726,0.000388064,-0.0028391879,-0.0015663615,0.017158957,0.015002046,0.02638061,0.013775478,0.016914181,0.010628434,0.01719818,-0.009031547,-0.018764166,0.0042387866,-0.0010551115,-0.0037746963,-0.011735374,0.008124549,-0.015633987,0.016207568,-0.00564657,-0.012797829,0.011466603,-0.0019431878,0.0023454607,-0.03267173,-0.012523915,-0.0070319553,-0.010030981,0.012820039,0.011089747,-0.0043081385,0.026120255,-0.0075517106
-0.0006743907,-0.004933408,-0.006327183,-0.005933813,-0.010927478,-0.0035000318,0.018893192,0.0046531456,0.0473911,-0.0035877621,0.021221142,-0.008620679,-0.0029269105,-0.0079623535,0.0023906645,0.0027349156,0.0027225874,-0.008656134,0.004137862,0.0038212426,-0.0059599415,-0.0066401237,-0.0032792655,-0.00016898628,0.0029727705,0.008404872,-0.013544441,0.009815477,-0.001391181,0.005098899,-0.0064508594,0.0063154213,-0.0033319697,-0.0034744022,0.012336683,-0.002274374,0.004659417,0.019361544,0.014082028,-0.0036363432,-0.018768648,-0.01704965,0.009890692,-0.0065176245,-0.02112352,-0.0058904123,0.004396445,0.0051702727,-0.004171047,0.020527022,-0.009622723,-0.012449413,-0.01627503,0.026723031,-0.002429472,0.009081122,0.009935541,-0.0040425803,-0.014854549,-0.02172631,0.019912504,0.021489454,-0.0035269863,0.00035694326,0.0031317011,0.036670327,0.011377132,0.011586214,0.013179373,-0.017281717,-0.025988776,-0.008974791,-0.0023837911,0.0020045054,-0.0044279927,0.01172314,-0.0027836505,0.03851044,-0.021488748,-0.005792005,-0.0128843,-0.017150383,-0.016393458,-0.024715677,0.018459322,-0.009001677,0.012174026,-0.0055762213,0.025283793,0.0018276918,-0.00049741677,0.010513029,-0.015131997,-0.014047059,0.0009663986,-0.0069272863
-0.009452962,0.0038112267,-0.009973057,-0.0059580747,0.0034515774,-0.008202669,0.010608738,-0.0007612471,-0.00684462,0.0010260543,0.044972338,0.003134456,0.01848235,0.0036665725,-0.0008849381,0.0031332616,-0.020645406,0.007552124,0.005454714,-0.009145112,-0.00089065987,0.029643433,0.0056155757,0.025366306,-0.004781132,-0.006907255,-0.027760737,-0.011425866,0.0010881998,0.009882349,0.006226426,-0.014294669,-0.0150677655,-0.010720229,-0.0028099294,-0.001437126,-0.011422878,-0.0016158997,-0.016263524,-0.00556261,-0.020268062,-0.0024487916,-0.007806873,-0.0062386724,-0.009793696,0.01639812,0.0010097966,-0.007371613,0.01375709,-0.0016117262,0.003648323,0.0048720576,-0.010167545,-0.00079202466,-0.022185305,-0.0006676505,0.0040484127,0.005722279,0.008272938,-0.0049114516,0.014555972,0.07286924,0.001991223,0.0116099175,-0.010557611,0.011247423,-0.0018054482,-0.015091283,-0.009132638,-0.01692048,0.0063641113,-0.0028289298,-0.005451959,0.016113572,-0.0031864569,-0.019078689,0.036626056,0.025720589,-0.008332122,0.010912676,-0.010749896,0.010428108,-0.021120002,0.016843172,-0.010758065,0.0033552402,0.012626396,-0.008311203,-0.0013126321,-0.010618606,0.013688746,-0.016641723,-0.0120859025,0.002317509,-0.005503582,-0.0053063678
-0.00025983277,0.00047102346,0.00015925198,0.0027240647,0.022264324,0.018300861,0.020124355,0.0069753183,-0.022474246,0.0047927084,0.015482666,-0.006004207,-0.004390216,0.025794793,-0.008443103,0.0015783624,-0.009668767,0.018818967,0.0037510614,-0.020842616,0.0025762576,0.006173087,0.004859775,0.0041741347,0.0125853075,0.0009861083,-0.014164421,-0.021225365,0.013852744,0.018674465,-0.0073471596,-0.0020920695,-0.019541824,-0.011211417,0.027570989,-0.02448254,-0.0009108495,-0.00080527365,-0.0093038315,-0.0038805313,-0.014526042,-0.009083721,-0.0025442382,-0.0115811005,0.015687933,-0.0018104014,-0.0018677828,-0.0077794637,-0.0052370275,0.00024359964,-0.013810921,-0.0039050733,-0.011508707,0.0033299206,-0.00040055977,-0.014706476,-0.011438511,-0.016220346,0.0040349253,0.0001944987,0.028225753,-0.015314658,0.0033697598,0.01322368,-0.021200579,-0.0062393537,4.3958673e-05,-0.0035588231,0.004103385,-0.0069221132,0.045942433,0.02180327,0.00045972224,-0.006215413,0.023462115,0.0019673007,0.00447015,-0.002677786,-0.008379155,-0.026215466,-0.030910032,-0.0040821796,0.013340085,-0.0038723664,0.0025358696,-0.020501131,0.017500801,-0.0031796435,-0.01483525,0.008549904,0.0005027192,0.01428808,-0.00630159,-0.015372674,0.017200837,-0.013582135
0.015147925,-0.015331734,-0.004369298,-0.0053969272,0.020013575,0.0037600745,-0.004338689,0.008805146,0.0088577485,0.010141086,-0.0035085438,-0.012111756,0.0039466955,-0.001148733,-0.003772514,0.021610959,-0.022102578,-0.004230093,-0.009444183,0.013296759,-0.013017129,0.0044486737,0.005482438,0.015727468,0.018760653,-0.009849722,-0.026161958,0.03066821,-0.010181759,-0.011689218,0.0063409973,-0.008521128,-0.016422844,-0.010684738,0.0011859565,-0.02480205,-0.010625703,0.031477757,-0.015283487,0.004489396,-0.0068272464,-0.026275786,-0.00808455,-0.015965808,0.021456672,-0.007664189,-0.0014026382,0.013687004,-0.019637901,0.0002939307,-0.008511827,0.0024711634,-0.015983595,0.003173667,0.0183732,-0.004407002,-0.00035125582,0.0046932036,0.0030790155,0.00014608548,-0.0015415523,-5.0781324e-05,-0.0069039334,-0.002522421,-0.00864935,-0.0005229615,0.0015763245,0.02797888,0.003760277,0.0054623075,0.030434694,0.014171648,0.019481257,-0.003862415,-0.012663894,-0.0057990444,-0.009296931,0.00065562624,-0.008856588,-0.008876339,-0.030985767,0.009595806,-0.0075175813,-0.00908424,-0.0013155348,-0.0023031367,0.017083427,-0.0060951947,-0.015504411,0.003281465,-0.0025711467,0.010806689,0.028267583,-0.0046945508,0.022911185,0.005273239
0.00046392015,-0.0011082494,-0.005933442,-0.012896282,0.01465551,-0.0037367682,-0.003212625,0.0016365298,0.005952242,0.011936862,-0.00841949,-0.012590793,0.010072427,0.010713984,-0.0070193415,-0.0007288398,-0.0012978985,-0.014869114,-0.01657696,0.018685821,-0.0038676646,-0.006718711,0.007392297,0.0068405243,0.020657314,-0.011053465,0.0011482884,0.032770533,-0.0032159141,-0.012565646,0.022052156,-0.0036732974,-0.018142052,-0.0076419865,0.002767624,-0.01897735,-0.003964271,0.017687904,-0.012857986,0.0067106825,-0.029067488,-0.013736998,-0.005413367,0.013241852,0.024287863,-0.005483231,0.013919098,0.008282531,-0.026338596,-0.018207513,0.0038998602,-0.010847729,-0.01550409,0.0109684095,0.0034176505,0.016005414,0.025652716,0.01735799,-0.0011843229,0.0017346629,-0.00083240686,-0.00051240507,0.00030566053,-0.01093574,-0.005548868,-0.0022908428,0.012030003,0.026222577,0.0076571777,-0.0014960829,0.035000782,0.013413276,0.008689823,-0.0143385595,-0.015481559,-0.007945008,-0.0015396613,0.0013653837,-0.01459178,-0.0017799645,-0.03646229,0.012668241,-0.015228303,-0.0051351255,-0.0036702352,-0.0003177362,-0.013753844,-0.00081876566,-0.015609482,-0.0007160798,-0.0055320263,0.0069325548,0.020003742,-0.0050254976,0.014945038,-0.013439502
0.021376219,0.0011043876,-0.003335454,-9.151949e-05,0.0025268015,0.031002218,-0.0050616194,-0.009091976,-0.019206371,0.013058756,-0.02400688,0.023708424,0.006279508,0.010748578,0.00844049,-0.009334893,0.021269515,-0.0069169244,-0.018774062,-0.006709629,-0.0065554027,-0.010440805,-0.004171149,0.012753285,0.018020198,-0.0027594846,0.004882767,-0.005258352,-0.0028358349,-0.0024310236,-0.0027643987,-0.009479068,-0.022964986,0.0007343262,0.020940509,-0.016555252,-0.0055576656,-0.002683419,-0.015629677,0.009186962,-0.015847525,0.0072621633,-0.012054004,0.011992537,-0.012260014,-0.003176966,-0.0053731026,0.010216478,-0.014796024,-0.010457453,-0.0127502885,-0.017248176,-0.016032115,-0.01139491,0.021827504,0.00028713836,0.019202586,0.006992223,-0.00821712,-0.0018270208,0.0028757346,0.0023013663,-0.010987702,-0.011345413,-0.0013690685,0.010631565,0.001013548,0.019993475,-0.002590266,-0.0077767125,0.0015052098,0.0062284432,-0.003522419,0.00326178,-0.0011521049,-0.010901814,0.025354207,-0.016617537,0.0125190355,-0.004732488,0.043971803,0.0097375875,0.002318083,-0.010101573,-0.0023610871,0.0045173536,0.028450213,-0.00081087154,0.018076584,0.005903389,-0.010799919,0.017396068,0.014623723,-0.011341904,0.0022788746,-0.022766933
